6.40e+01,-1.97e+02,-1.82e+02,-1.82e+02,-1.07e+02,6.00e+00,3.00e+00,-1.88e+02
1.28e+02,-1.96e+02,-1.77e+02,-1.77e+02,-8.13e+01,6.00e+00,3.00e+00,-1.84e+02
1.92e+02,-1.88e+02,-1.76e+02,-1.76e+02,-7.55e+01,6.00e+00,2.00e+00,-1.82e+02
2.56e+02,-1.87e+02,-1.76e+02,-1.76e+02,-7.30e+01,6.00e+00,1.00e+00,-1.82e+02
3.20e+02,-1.87e+02,-1.76e+02,-1.76e+02,-7.30e+01,6.00e+00,1.00e+00,-1.82e+02
3.84e+02,-1.87e+02,-1.74e+02,-1.74e+02,-1.05e+02,6.00e+00,1.00e+00,-1.82e+02
4.48e+02,-1.87e+02,-1.62e+02,-1.62e+02,-1.03e+02,6.00e+00,1.00e+00,-1.72e+02
5.12e+02,-1.87e+02,-1.62e+02,-1.62e+02,-1.03e+02,6.00e+00,1.00e+00,-1.72e+02
5.76e+02,-1.89e+02,-1.60e+02,-1.60e+02,-7.13e+01,6.00e+00,1.00e+00,-1.69e+02
6.40e+02,-1.84e+02,-1.61e+02,-1.60e+02,-7.13e+01,7.00e+00,2.00e+00,-1.69e+02
7.04e+02,-1.87e+02,-1.60e+02,-1.60e+02,-7.13e+01,7.00e+00,2.00e+00,-1.69e+02
7.68e+02,-1.82e+02,-1.51e+02,-1.51e+02,-1.00e+02,7.00e+00,2.00e+00,-1.63e+02
8.32e+02,-1.75e+02,-1.56e+02,-1.51e+02,-1.00e+02,7.00e+00,2.00e+00,-1.63e+02
8.96e+02,-1.78e+02,-1.57e+02,-1.51e+02,-1.00e+02,7.00e+00,2.00e+00,-1.63e+02
9.60e+02,-1.86e+02,-1.46e+02,-1.46e+02,-7.83e+01,7.00e+00,2.00e+00,-1.57e+02
1.02e+03,-1.82e+02,-1.52e+02,-1.46e+02,-7.83e+01,6.50e+00,1.50e+00,-1.57e+02
1.09e+03,-1.80e+02,-1.50e+02,-1.46e+02,-7.83e+01,7.00e+00,2.00e+00,-1.57e+02
1.15e+03,-1.83e+02,-1.59e+02,-1.46e+02,-7.83e+01,7.00e+00,2.00e+00,-1.57e+02
1.22e+03,-1.82e+02,-1.53e+02,-1.46e+02,-7.83e+01,7.00e+00,2.00e+00,-1.57e+02
1.28e+03,-1.84e+02,-1.59e+02,-1.46e+02,-7.83e+01,7.00e+00,2.00e+00,-1.57e+02
1.34e+03,-1.82e+02,-1.46e+02,-1.46e+02,-7.69e+01,6.50e+00,1.50e+00,-1.57e+02
1.41e+03,-1.87e+02,-1.47e+02,-1.46e+02,-7.69e+01,7.00e+00,2.00e+00,-1.57e+02
1.47e+03,-1.81e+02,-1.48e+02,-1.46e+02,-7.69e+01,7.00e+00,2.00e+00,-1.57e+02
1.54e+03,-1.81e+02,-1.53e+02,-1.46e+02,-7.69e+01,7.00e+00,2.00e+00,-1.57e+02
1.60e+03,-1.78e+02,-1.47e+02,-1.46e+02,-7.69e+01,7.00e+00,2.00e+00,-1.57e+02
